Argument ID,Date,Duration (minutes),Topic,Emotional Tone,Resolution Type,Mood Swing,Notes
1133,2024-02-16,41,Parenting Styles,Annoyed,Resolution Discussed,Severe,Discussed parenting styles for 41 minutes. Emotional tone was Annoyed. Mood swings observed: Severe. Resolution type: Resolution Discussed.
1134,2024-02-01,14,Social Activities,Frustrated,Compromise,Severe,Discussed social activities for 14 minutes. Emotional tone was Frustrated. Mood swings observed: Severe. Resolution type: Compromise.
1135,2024-01-14,55,Parenting Styles,Disappointed,Apology,Mild,Discussed parenting styles for 55 minutes. Emotional tone was Disappointed. Mood swings observed: Mild. Resolution type: Apology.
1136,2024-02-15,24,Money Management,Calm,No Resolution,Severe,Discussed money management for 24 minutes. Emotional tone was Calm. Mood swings observed: Severe. Resolution type: No Resolution.
1137,2024-02-17,6,Household Chores,Happy,No Resolution,Severe,Discussed household chores for 6 minutes. Emotional tone was Happy. Mood swings observed: Severe. Resolution type: No Resolution.
1138,2024-01-05,34,Time Management,Supportive,No Resolution,Moderate,Discussed time management for 34 minutes. Emotional tone was Supportive. Mood swings observed: Moderate. Resolution type: No Resolution.
1139,2024-01-29,19,Household Chores,Angry,No Resolution,Severe,Discussed household chores for 19 minutes. Emotional tone was Angry. Mood swings observed: Severe. Resolution type: No Resolution.
1140,2024-02-11,40,Money Management,Supportive,Resolution Discussed,Moderate,Discussed money management for 40 minutes. Emotional tone was Supportive. Mood swings observed: Moderate. Resolution type: Resolution Discussed.
1141,2024-02-18,56,Time Management,Hurt,Resolution Discussed,Mild,Discussed time management for 56 minutes. Emotional tone was Hurt. Mood swings observed: Mild. Resolution type: Resolution Discussed.
1142,2024-02-19,20,Parenting Styles,Frustrated,Apology,None,Discussed parenting styles for 20 minutes. Emotional tone was Frustrated. Mood swings observed: None. Resolution type: Apology.
1143,2024-02-29,57,Social Activities,Happy,Apology,Severe,Discussed social activities for 57 minutes. Emotional tone was Happy. Mood swings observed: Severe. Resolution type: Apology.
1144,2024-01-23,29,Social Activities,Angry,Apology,Severe,Discussed social activities for 29 minutes. Emotional tone was Angry. Mood swings observed: Severe. Resolution type: Apology.
1145,2024-02-09,42,Parenting Styles,Happy,No Resolution,Moderate,Discussed parenting styles for 42 minutes. Emotional tone was Happy. Mood swings observed: Moderate. Resolution type: No Resolution.
1146,2024-02-14,7,Parenting Styles,Happy,Compromise,Moderate,Discussed parenting styles for 7 minutes. Emotional tone was Happy. Mood swings observed: Moderate. Resolution type: Compromise.
1147,2024-01-10,35,Personal Space,Annoyed,Compromise,Severe,Discussed personal space for 35 minutes. Emotional tone was Annoyed. Mood swings observed: Severe. Resolution type: Compromise.
1148,2024-01-17,7,Future Goals,Annoyed,Apology,None,Discussed future goals for 7 minutes. Emotional tone was Annoyed. Mood swings observed: None. Resolution type: Apology.
1149,2024-02-13,6,Family Responsibilities,Supportive,Apology,None,Discussed family responsibilities for 6 minutes. Emotional tone was Supportive. Mood swings observed: None. Resolution type: Apology.
1150,2024-01-03,56,Household Chores,Disappointed,Apology,Severe,Discussed household chores for 56 minutes. Emotional tone was Disappointed. Mood swings observed: Severe. Resolution type: Apology.
1151,2024-02-02,19,Social Activities,Frustrated,Resolution Discussed,Mild,Discussed social activities for 19 minutes. Emotional tone was Frustrated. Mood swings observed: Mild. Resolution type: Resolution Discussed.
1152,2024-01-29,49,Family Responsibilities,Angry,Compromise,Mild,Discussed family responsibilities for 49 minutes. Emotional tone was Angry. Mood swings observed: Mild. Resolution type: Compromise.
1153,2024-02-20,22,Parenting Styles,Frustrated,Compromise,Mild,Discussed parenting styles for 22 minutes. Emotional tone was Frustrated. Mood swings observed: Mild. Resolution type: Compromise.
1154,2024-01-22,6,Money Management,Disappointed,No Resolution,Moderate,Discussed money management for 6 minutes. Emotional tone was Disappointed. Mood swings observed: Moderate. Resolution type: No Resolution.
1155,2024-01-15,57,Family Responsibilities,Disappointed,Resolution Discussed,Severe,Discussed family responsibilities for 57 minutes. Emotional tone was Disappointed. Mood swings observed: Severe. Resolution type: Resolution Discussed.
1156,2024-01-04,43,Family Responsibilities,Disappointed,No Resolution,Severe,Discussed family responsibilities for 43 minutes. Emotional tone was Disappointed. Mood swings observed: Severe. Resolution type: No Resolution.
1157,2024-02-15,17,Household Chores,Frustrated,Apology,None,Discussed household chores for 17 minutes. Emotional tone was Frustrated. Mood swings observed: None. Resolution type: Apology.
1158,2024-02-27,52,Social Activities,Happy,Compromise,Moderate,Discussed social activities for 52 minutes. Emotional tone was Happy. Mood swings observed: Moderate. Resolution type: Compromise.
1159,2024-02-11,15,Future Goals,Supportive,No Resolution,None,Discussed future goals for 15 minutes. Emotional tone was Supportive. Mood swings observed: None. Resolution type: No Resolution.
1160,2024-02-13,24,Parenting Styles,Supportive,Compromise,Moderate,Discussed parenting styles for 24 minutes. Emotional tone was Supportive. Mood swings observed: Moderate. Resolution type: Compromise.
1161,2024-02-16,17,Time Management,Annoyed,No Resolution,Mild,Discussed time management for 17 minutes. Emotional tone was Annoyed. Mood swings observed: Mild. Resolution type: No Resolution.
1162,2024-02-03,43,Parenting Styles,Angry,Resolution Discussed,Severe,Discussed parenting styles for 43 minutes. Emotional tone was Angry. Mood swings observed: Severe. Resolution type: Resolution Discussed.
1163,2024-01-24,14,Parenting Styles,Frustrated,Compromise,Mild,Discussed parenting styles for 14 minutes. Emotional tone was Frustrated. Mood swings observed: Mild. Resolution type: Compromise.
1164,2024-02-24,42,Household Chores,Happy,Resolution Discussed,Moderate,Discussed household chores for 42 minutes. Emotional tone was Happy. Mood swings observed: Moderate. Resolution type: Resolution Discussed.
1165,2024-02-28,37,Household Chores,Calm,Compromise,Moderate,Discussed household chores for 37 minutes. Emotional tone was Calm. Mood swings observed: Moderate. Resolution type: Compromise.
1166,2024-01-21,15,Time Management,Calm,Resolution Discussed,Severe,Discussed time management for 15 minutes. Emotional tone was Calm. Mood swings observed: Severe. Resolution type: Resolution Discussed.
1167,2024-02-23,14,Personal Space,Angry,Compromise,Moderate,Discussed personal space for 14 minutes. Emotional tone was Angry. Mood swings observed: Moderate. Resolution type: Compromise.
1168,2024-01-24,49,Time Management,Angry,No Resolution,None,Discussed time management for 49 minutes. Emotional tone was Angry. Mood swings observed: None. Resolution type: No Resolution.
1169,2024-02-03,31,Personal Space,Calm,Resolution Discussed,Severe,Discussed personal space for 31 minutes. Emotional tone was Calm. Mood swings observed: Severe. Resolution type: Resolution Discussed.
1170,2024-01-15,48,Time Management,Happy,Compromise,Moderate,Discussed time management for 48 minutes. Emotional tone was Happy. Mood swings observed: Moderate. Resolution type: Compromise.
1171,2024-01-28,55,Personal Space,Frustrated,Apology,None,Discussed personal space for 55 minutes. Emotional tone was Frustrated. Mood swings observed: None. Resolution type: Apology.
1172,2024-01-23,49,Family Responsibilities,Angry,Resolution Discussed,Moderate,Discussed family responsibilities for 49 minutes. Emotional tone was Angry. Mood swings observed: Moderate. Resolution type: Resolution Discussed.
1173,2024-02-25,49,Household Chores,Calm,Compromise,None,Discussed household chores for 49 minutes. Emotional tone was Calm. Mood swings observed: None. Resolution type: Compromise.
1174,2024-02-10,47,Parenting Styles,Angry,Compromise,Mild,Discussed parenting styles for 47 minutes. Emotional tone was Angry. Mood swings observed: Mild. Resolution type: Compromise.
1175,2024-02-17,9,Future Goals,Happy,No Resolution,Mild,Discussed future goals for 9 minutes. Emotional tone was Happy. Mood swings observed: Mild. Resolution type: No Resolution.
1176,2024-01-02,22,Social Activities,Calm,Apology,None,Discussed social activities for 22 minutes. Emotional tone was Calm. Mood swings observed: None. Resolution type: Apology.
1177,2024-01-26,49,Parenting Styles,Angry,Apology,Mild,Discussed parenting styles for 49 minutes. Emotional tone was Angry. Mood swings observed: Mild. Resolution type: Apology.
1178,2024-01-07,18,Future Goals,Angry,Apology,Severe,Discussed future goals for 18 minutes. Emotional tone was Angry. Mood swings observed: Severe. Resolution type: Apology.
1179,2024-02-11,56,Family Responsibilities,Frustrated,Resolution Discussed,Severe,Discussed family responsibilities for 56 minutes. Emotional tone was Frustrated. Mood swings observed: Severe. Resolution type: Resolution Discussed.
1180,2024-01-26,7,Social Activities,Disappointed,No Resolution,Severe,Discussed social activities for 7 minutes. Emotional tone was Disappointed. Mood swings observed: Severe. Resolution type: No Resolution.
1181,2024-02-17,25,Personal Space,Calm,Compromise,None,Discussed personal space for 25 minutes. Emotional tone was Calm. Mood swings observed: None. Resolution type: Compromise.
1182,2024-01-04,6,Household Chores,Hurt,No Resolution,Moderate,Discussed household chores for 6 minutes. Emotional tone was Hurt. Mood swings observed: Moderate. Resolution type: No Resolution.
1183,2024-01-30,28,Time Management,Annoyed,Apology,Severe,Discussed time management for 28 minutes. Emotional tone was Annoyed. Mood swings observed: Severe. Resolution type: Apology.
1184,2024-02-24,14,Household Chores,Happy,No Resolution,Severe,Discussed household chores for 14 minutes. Emotional tone was Happy. Mood swings observed: Severe. Resolution type: No Resolution.
1185,2024-02-12,43,Personal Space,Disappointed,Compromise,Mild,Discussed personal space for 43 minutes. Emotional tone was Disappointed. Mood swings observed: Mild. Resolution type: Compromise.
1186,2024-01-07,41,Family Responsibilities,Supportive,No Resolution,Mild,Discussed family responsibilities for 41 minutes. Emotional tone was Supportive. Mood swings observed: Mild. Resolution type: No Resolution.
1187,2024-02-01,39,Parenting Styles,Hurt,Compromise,Severe,Discussed parenting styles for 39 minutes. Emotional tone was Hurt. Mood swings observed: Severe. Resolution type: Compromise.
1188,2024-02-21,40,Social Activities,Happy,Resolution Discussed,Mild,Discussed social activities for 40 minutes. Emotional tone was Happy. Mood swings observed: Mild. Resolution type: Resolution Discussed.
1189,2024-01-18,19,Parenting Styles,Happy,Compromise,Mild,Discussed parenting styles for 19 minutes. Emotional tone was Happy. Mood swings observed: Mild. Resolution type: Compromise.
1190,2024-01-01,22,Money Management,Happy,No Resolution,None,Discussed money management for 22 minutes. Emotional tone was Happy. Mood swings observed: None. Resolution type: No Resolution.
1191,2024-02-11,9,Personal Space,Disappointed,Compromise,Mild,Discussed personal space for 9 minutes. Emotional tone was Disappointed. Mood swings observed: Mild. Resolution type: Compromise.
1192,2024-01-13,43,Family Responsibilities,Supportive,No Resolution,Severe,Discussed family responsibilities for 43 minutes. Emotional tone was Supportive. Mood swings observed: Severe. Resolution type: No Resolution.
1193,2024-01-08,14,Family Responsibilities,Frustrated,No Resolution,Moderate,Discussed family responsibilities for 14 minutes. Emotional tone was Frustrated. Mood swings observed: Moderate. Resolution type: No Resolution.
1194,2024-01-13,41,Money Management,Angry,No Resolution,Moderate,Discussed money management for 41 minutes. Emotional tone was Angry. Mood swings observed: Moderate. Resolution type: No Resolution.
1195,2024-02-11,6,Time Management,Angry,Compromise,None,Discussed time management for 6 minutes. Emotional tone was Angry. Mood swings observed: None. Resolution type: Compromise.
1196,2024-02-28,42,Time Management,Happy,Resolution Discussed,Mild,Discussed time management for 42 minutes. Emotional tone was Happy. Mood swings observed: Mild. Resolution type: Resolution Discussed.
1197,2024-01-14,34,Social Activities,Calm,Apology,Mild,Discussed social activities for 34 minutes. Emotional tone was Calm. Mood swings observed: Mild. Resolution type: Apology.
1198,2024-03-01,43,Family Responsibilities,Disappointed,Apology,Mild,Discussed family responsibilities for 43 minutes. Emotional tone was Disappointed. Mood swings observed: Mild. Resolution type: Apology.
1199,2024-01-18,56,Parenting Styles,Calm,Compromise,Severe,Discussed parenting styles for 56 minutes. Emotional tone was Calm. Mood swings observed: Severe. Resolution type: Compromise.
1200,2024-01-06,41,Money Management,Frustrated,No Resolution,None,Discussed money management for 41 minutes. Emotional tone was Frustrated. Mood swings observed: None. Resolution type: No Resolution.
1201,2024-02-24,56,Personal Space,Annoyed,Resolution Discussed,Moderate,Discussed personal space for 56 minutes. Emotional tone was Annoyed. Mood swings observed: Moderate. Resolution type: Resolution Discussed.
1202,2024-01-20,57,Time Management,Happy,Apology,Mild,Discussed time management for 57 minutes. Emotional tone was Happy. Mood swings observed: Mild. Resolution type: Apology.
1203,2024-02-27,9,Household Chores,Frustrated,Compromise,Mild,Discussed household chores for 9 minutes. Emotional tone was Frustrated. Mood swings observed: Mild. Resolution type: Compromise.
1204,2024-02-20,49,Parenting Styles,Frustrated,Resolution Discussed,Severe,Discussed parenting styles for 49 minutes. Emotional tone was Frustrated. Mood swings observed: Severe. Resolution type: Resolution Discussed.
1205,2024-01-27,51,Time Management,Angry,Resolution Discussed,Severe,Discussed time management for 51 minutes. Emotional tone was Angry. Mood swings observed: Severe. Resolution type: Resolution Discussed.
1206,2024-02-11,22,Money Management,Happy,No Resolution,Severe,Discussed money management for 22 minutes. Emotional tone was Happy. Mood swings observed: Severe. Resolution type: No Resolution.
1207,2024-02-12,6,Time Management,Supportive,Apology,Mild,Discussed time management for 6 minutes. Emotional tone was Supportive. Mood swings observed: Mild. Resolution type: Apology.
1208,2024-01-11,33,Household Chores,Frustrated,Apology,Mild,Discussed household chores for 33 minutes. Emotional tone was Frustrated. Mood swings observed: Mild. Resolution type: Apology.
1209,2024-01-20,55,Time Management,Happy,Apology,Mild,Discussed time management for 55 minutes. Emotional tone was Happy. Mood swings observed: Mild. Resolution type: Apology.
1210,2024-02-16,35,Money Management,Hurt,Resolution Discussed,Mild,Discussed money management for 35 minutes. Emotional tone was Hurt. Mood swings observed: Mild. Resolution type: Resolution Discussed.
1211,2024-01-08,21,Future Goals,Happy,Compromise,None,Discussed future goals for 21 minutes. Emotional tone was Happy. Mood swings observed: None. Resolution type: Compromise.
1212,2024-02-25,32,Family Responsibilities,Happy,No Resolution,Moderate,Discussed family responsibilities for 32 minutes. Emotional tone was Happy. Mood swings observed: Moderate. Resolution type: No Resolution.
1213,2024-02-02,44,Money Management,Happy,Apology,Mild,Discussed money management for 44 minutes. Emotional tone was Happy. Mood swings observed: Mild. Resolution type: Apology.
1214,2024-02-18,23,Social Activities,Angry,Compromise,Moderate,Discussed social activities for 23 minutes. Emotional tone was Angry. Mood swings observed: Moderate. Resolution type: Compromise.
1215,2024-02-05,39,Future Goals,Hurt,Apology,None,Discussed future goals for 39 minutes. Emotional tone was Hurt. Mood swings observed: None. Resolution type: Apology.
1216,2024-01-14,22,Time Management,Happy,Apology,Moderate,Discussed time management for 22 minutes. Emotional tone was Happy. Mood swings observed: Moderate. Resolution type: Apology.
1217,2024-02-28,9,Future Goals,Happy,Compromise,None,Discussed future goals for 9 minutes. Emotional tone was Happy. Mood swings observed: None. Resolution type: Compromise.
1218,2024-01-02,55,Money Management,Calm,Resolution Discussed,None,Discussed money management for 55 minutes. Emotional tone was Calm. Mood swings observed: None. Resolution type: Resolution Discussed.
1219,2024-01-19,9,Money Management,Angry,Apology,Moderate,Discussed money management for 9 minutes. Emotional tone was Angry. Mood swings observed: Moderate. Resolution type: Apology.
1220,2024-02-13,57,Household Chores,Hurt,Apology,Severe,Discussed household chores for 57 minutes. Emotional tone was Hurt. Mood swings observed: Severe. Resolution type: Apology.
1221,2024-02-05,37,Parenting Styles,Supportive,Resolution Discussed,None,Discussed parenting styles for 37 minutes. Emotional tone was Supportive. Mood swings observed: None. Resolution type: Resolution Discussed.
1222,2024-02-17,48,Family Responsibilities,Calm,Resolution Discussed,Mild,Discussed family responsibilities for 48 minutes. Emotional tone was Calm. Mood swings observed: Mild. Resolution type: Resolution Discussed.
1223,2024-02-11,19,Social Activities,Angry,Apology,Severe,Discussed social activities for 19 minutes. Emotional tone was Angry. Mood swings observed: Severe. Resolution type: Apology.
1224,2024-01-29,46,Family Responsibilities,Supportive,Resolution Discussed,Moderate,Discussed family responsibilities for 46 minutes. Emotional tone was Supportive. Mood swings observed: Moderate. Resolution type: Resolution Discussed.
1225,2024-02-15,56,Future Goals,Supportive,Apology,Moderate,Discussed future goals for 56 minutes. Emotional tone was Supportive. Mood swings observed: Moderate. Resolution type: Apology.
1226,2024-02-08,24,Money Management,Angry,Resolution Discussed,None,Discussed money management for 24 minutes. Emotional tone was Angry. Mood swings observed: None. Resolution type: Resolution Discussed.
1227,2024-01-28,48,Personal Space,Frustrated,Apology,Mild,Discussed personal space for 48 minutes. Emotional tone was Frustrated. Mood swings observed: Mild. Resolution type: Apology.
1228,2024-01-15,51,Parenting Styles,Disappointed,Compromise,Mild,Discussed parenting styles for 51 minutes. Emotional tone was Disappointed. Mood swings observed: Mild. Resolution type: Compromise.
1229,2024-01-13,14,Family Responsibilities,Frustrated,Resolution Discussed,Severe,Discussed family responsibilities for 14 minutes. Emotional tone was Frustrated. Mood swings observed: Severe. Resolution type: Resolution Discussed.
1230,2024-02-25,26,Time Management,Disappointed,Compromise,Moderate,Discussed time management for 26 minutes. Emotional tone was Disappointed. Mood swings observed: Moderate. Resolution type: Compromise.
1231,2024-02-16,26,Money Management,Angry,Compromise,Moderate,Discussed money management for 26 minutes. Emotional tone was Angry. Mood swings observed: Moderate. Resolution type: Compromise.
1232,2024-02-19,6,Personal Space,Disappointed,Apology,Severe,Discussed personal space for 6 minutes. Emotional tone was Disappointed. Mood swings observed: Severe. Resolution type: Apology.
1233,2024-01-26,47,Family Responsibilities,Supportive,Compromise,Moderate,Discussed family responsibilities for 47 minutes. Emotional tone was Supportive. Mood swings observed: Moderate. Resolution type: Compromise.
1234,2024-01-22,28,Personal Space,Frustrated,Compromise,Moderate,Discussed personal space for 28 minutes. Emotional tone was Frustrated. Mood swings observed: Moderate. Resolution type: Compromise.
1235,2024-01-26,39,Parenting Styles,Angry,No Resolution,Mild,Discussed parenting styles for 39 minutes. Emotional tone was Angry. Mood swings observed: Mild. Resolution type: No Resolution.
1236,2024-01-17,5,Money Management,Hurt,Compromise,Severe,Discussed money management for 5 minutes. Emotional tone was Hurt. Mood swings observed: Severe. Resolution type: Compromise.
1237,2024-02-16,10,Money Management,Angry,No Resolution,None,Discussed money management for 10 minutes. Emotional tone was Angry. Mood swings observed: None. Resolution type: No Resolution.
1238,2024-01-30,59,Future Goals,Happy,Apology,Severe,Discussed future goals for 59 minutes. Emotional tone was Happy. Mood swings observed: Severe. Resolution type: Apology.
1239,2024-01-25,37,Money Management,Frustrated,Resolution Discussed,Severe,Discussed money management for 37 minutes. Emotional tone was Frustrated. Mood swings observed: Severe. Resolution type: Resolution Discussed.
1240,2024-02-01,17,Time Management,Hurt,Resolution Discussed,Moderate,Discussed time management for 17 minutes. Emotional tone was Hurt. Mood swings observed: Moderate. Resolution type: Resolution Discussed.
1241,2024-02-27,56,Future Goals,Supportive,Resolution Discussed,Moderate,Discussed future goals for 56 minutes. Emotional tone was Supportive. Mood swings observed: Moderate. Resolution type: Resolution Discussed.
1242,2024-01-21,42,Time Management,Annoyed,Apology,None,Discussed time management for 42 minutes. Emotional tone was Annoyed. Mood swings observed: None. Resolution type: Apology.
1243,2024-02-22,26,Money Management,Disappointed,No Resolution,Mild,Discussed money management for 26 minutes. Emotional tone was Disappointed. Mood swings observed: Mild. Resolution type: No Resolution.
1244,2024-01-19,15,Future Goals,Disappointed,Apology,Severe,Discussed future goals for 15 minutes. Emotional tone was Disappointed. Mood swings observed: Severe. Resolution type: Apology.
1245,2024-02-22,41,Future Goals,Happy,No Resolution,None,Discussed future goals for 41 minutes. Emotional tone was Happy. Mood swings observed: None. Resolution type: No Resolution.
1246,2024-02-21,12,Money Management,Hurt,No Resolution,Severe,Discussed money management for 12 minutes. Emotional tone was Hurt. Mood swings observed: Severe. Resolution type: No Resolution.
1247,2024-01-25,33,Family Responsibilities,Disappointed,Compromise,Severe,Discussed family responsibilities for 33 minutes. Emotional tone was Disappointed. Mood swings observed: Severe. Resolution type: Compromise.
1248,2024-02-29,19,Personal Space,Hurt,No Resolution,Severe,Discussed personal space for 19 minutes. Emotional tone was Hurt. Mood swings observed: Severe. Resolution type: No Resolution.
1249,2024-02-25,32,Money Management,Supportive,No Resolution,Mild,Discussed money management for 32 minutes. Emotional tone was Supportive. Mood swings observed: Mild. Resolution type: No Resolution.
1250,2024-02-14,31,Time Management,Frustrated,Resolution Discussed,None,Discussed time management for 31 minutes. Emotional tone was Frustrated. Mood swings observed: None. Resolution type: Resolution Discussed.
1251,2024-02-29,17,Parenting Styles,Happy,Apology,Mild,Discussed parenting styles for 17 minutes. Emotional tone was Happy. Mood swings observed: Mild. Resolution type: Apology.
1252,2024-01-23,34,Money Management,Hurt,Compromise,Severe,Discussed money management for 34 minutes. Emotional tone was Hurt. Mood swings observed: Severe. Resolution type: Compromise.
1253,2024-02-16,21,Personal Space,Happy,Compromise,Severe,Discussed personal space for 21 minutes. Emotional tone was Happy. Mood swings observed: Severe. Resolution type: Compromise.
1254,2024-02-25,53,Personal Space,Supportive,Resolution Discussed,None,Discussed personal space for 53 minutes. Emotional tone was Supportive. Mood swings observed: None. Resolution type: Resolution Discussed.
1255,2024-01-22,55,Social Activities,Supportive,No Resolution,Mild,Discussed social activities for 55 minutes. Emotional tone was Supportive. Mood swings observed: Mild. Resolution type: No Resolution.
1256,2024-01-12,30,Money Management,Happy,Resolution Discussed,None,Discussed money management for 30 minutes. Emotional tone was Happy. Mood swings observed: None. Resolution type: Resolution Discussed.
1257,2024-01-05,45,Money Management,Frustrated,No Resolution,None,Discussed money management for 45 minutes. Emotional tone was Frustrated. Mood swings observed: None. Resolution type: No Resolution.
1258,2024-01-17,33,Family Responsibilities,Supportive,Compromise,Severe,Discussed family responsibilities for 33 minutes. Emotional tone was Supportive. Mood swings observed: Severe. Resolution type: Compromise.
1259,2024-01-03,50,Family Responsibilities,Frustrated,Compromise,Moderate,Discussed family responsibilities for 50 minutes. Emotional tone was Frustrated. Mood swings observed: Moderate. Resolution type: Compromise.
1260,2024-01-19,38,Parenting Styles,Supportive,Apology,Severe,Discussed parenting styles for 38 minutes. Emotional tone was Supportive. Mood swings observed: Severe. Resolution type: Apology.
1261,2024-01-30,40,Future Goals,Angry,Apology,Severe,Discussed future goals for 40 minutes. Emotional tone was Angry. Mood swings observed: Severe. Resolution type: Apology.
1262,2024-01-20,36,Time Management,Frustrated,Compromise,Severe,Discussed time management for 36 minutes. Emotional tone was Frustrated. Mood swings observed: Severe. Resolution type: Compromise.
1263,2024-01-29,15,Future Goals,Happy,No Resolution,Severe,Discussed future goals for 15 minutes. Emotional tone was Happy. Mood swings observed: Severe. Resolution type: No Resolution.
1264,2024-01-05,17,Future Goals,Disappointed,No Resolution,Moderate,Discussed future goals for 17 minutes. Emotional tone was Disappointed. Mood swings observed: Moderate. Resolution type: No Resolution.
1265,2024-02-02,31,Personal Space,Hurt,Resolution Discussed,Moderate,Discussed personal space for 31 minutes. Emotional tone was Hurt. Mood swings observed: Moderate. Resolution type: Resolution Discussed.
1266,2024-02-24,49,Social Activities,Annoyed,Compromise,Severe,Discussed social activities for 49 minutes. Emotional tone was Annoyed. Mood swings observed: Severe. Resolution type: Compromise.
1267,2024-02-23,26,Future Goals,Annoyed,Resolution Discussed,Severe,Discussed future goals for 26 minutes. Emotional tone was Annoyed. Mood swings observed: Severe. Resolution type: Resolution Discussed.
1268,2024-01-02,53,Personal Space,Angry,No Resolution,Moderate,Discussed personal space for 53 minutes. Emotional tone was Angry. Mood swings observed: Moderate. Resolution type: No Resolution.
1269,2024-01-09,46,Social Activities,Annoyed,No Resolution,Mild,Discussed social activities for 46 minutes. Emotional tone was Annoyed. Mood swings observed: Mild. Resolution type: No Resolution.
1270,2024-02-12,28,Time Management,Supportive,Apology,Moderate,Discussed time management for 28 minutes. Emotional tone was Supportive. Mood swings observed: Moderate. Resolution type: Apology.
1271,2024-02-24,48,Personal Space,Calm,No Resolution,None,Discussed personal space for 48 minutes. Emotional tone was Calm. Mood swings observed: None. Resolution type: No Resolution.
1272,2024-01-09,43,Money Management,Happy,Apology,Moderate,Discussed money management for 43 minutes. Emotional tone was Happy. Mood swings observed: Moderate. Resolution type: Apology.
1273,2024-02-06,60,Personal Space,Angry,Resolution Discussed,Severe,Discussed personal space for 60 minutes. Emotional tone was Angry. Mood swings observed: Severe. Resolution type: Resolution Discussed.
1274,2024-01-11,49,Time Management,Angry,Resolution Discussed,Severe,Discussed time management for 49 minutes. Emotional tone was Angry. Mood swings observed: Severe. Resolution type: Resolution Discussed.
1275,2024-01-11,26,Family Responsibilities,Annoyed,Apology,None,Discussed family responsibilities for 26 minutes. Emotional tone was Annoyed. Mood swings observed: None. Resolution type: Apology.
1276,2024-01-29,48,Social Activities,Supportive,Resolution Discussed,Mild,Discussed social activities for 48 minutes. Emotional tone was Supportive. Mood swings observed: Mild. Resolution type: Resolution Discussed.
1277,2024-01-01,13,Social Activities,Disappointed,Apology,Moderate,Discussed social activities for 13 minutes. Emotional tone was Disappointed. Mood swings observed: Moderate. Resolution type: Apology.
1278,2024-02-09,59,Social Activities,Hurt,Resolution Discussed,Mild,Discussed social activities for 59 minutes. Emotional tone was Hurt. Mood swings observed: Mild. Resolution type: Resolution Discussed.
1279,2024-02-01,22,Family Responsibilities,Supportive,Compromise,Severe,Discussed family responsibilities for 22 minutes. Emotional tone was Supportive. Mood swings observed: Severe. Resolution type: Compromise.
1280,2024-01-06,23,Future Goals,Angry,Compromise,Moderate,Discussed future goals for 23 minutes. Emotional tone was Angry. Mood swings observed: Moderate. Resolution type: Compromise.
1281,2024-01-06,8,Parenting Styles,Annoyed,No Resolution,Mild,Discussed parenting styles for 8 minutes. Emotional tone was Annoyed. Mood swings observed: Mild. Resolution type: No Resolution.
1282,2024-01-21,22,Time Management,Angry,No Resolution,None,Discussed time management for 22 minutes. Emotional tone was Angry. Mood swings observed: None. Resolution type: No Resolution.
1283,2024-02-15,5,Money Management,Disappointed,Compromise,Mild,Discussed money management for 5 minutes. Emotional tone was Disappointed. Mood swings observed: Mild. Resolution type: Compromise.
1284,2024-02-12,57,Social Activities,Disappointed,Compromise,Moderate,Discussed social activities for 57 minutes. Emotional tone was Disappointed. Mood swings observed: Moderate. Resolution type: Compromise.
1285,2024-02-08,42,Household Chores,Supportive,Apology,Severe,Discussed household chores for 42 minutes. Emotional tone was Supportive. Mood swings observed: Severe. Resolution type: Apology.
1286,2024-02-24,37,Parenting Styles,Hurt,Apology,Mild,Discussed parenting styles for 37 minutes. Emotional tone was Hurt. Mood swings observed: Mild. Resolution type: Apology.
1287,2024-01-10,11,Time Management,Happy,Apology,None,Discussed time management for 11 minutes. Emotional tone was Happy. Mood swings observed: None. Resolution type: Apology.
1288,2024-01-30,23,Money Management,Frustrated,Apology,Mild,Discussed money management for 23 minutes. Emotional tone was Frustrated. Mood swings observed: Mild. Resolution type: Apology.
1289,2024-01-26,7,Parenting Styles,Calm,Resolution Discussed,Mild,Discussed parenting styles for 7 minutes. Emotional tone was Calm. Mood swings observed: Mild. Resolution type: Resolution Discussed.
1290,2024-01-25,35,Personal Space,Angry,No Resolution,None,Discussed personal space for 35 minutes. Emotional tone was Angry. Mood swings observed: None. Resolution type: No Resolution.
1291,2024-02-16,14,Money Management,Frustrated,Apology,Mild,Discussed money management for 14 minutes. Emotional tone was Frustrated. Mood swings observed: Mild. Resolution type: Apology.
1292,2024-02-12,24,Social Activities,Angry,No Resolution,Moderate,Discussed social activities for 24 minutes. Emotional tone was Angry. Mood swings observed: Moderate. Resolution type: No Resolution.
1293,2024-01-02,40,Household Chores,Frustrated,Compromise,Moderate,Discussed household chores for 40 minutes. Emotional tone was Frustrated. Mood swings observed: Moderate. Resolution type: Compromise.
1294,2024-01-19,47,Parenting Styles,Happy,No Resolution,Mild,Discussed parenting styles for 47 minutes. Emotional tone was Happy. Mood swings observed: Mild. Resolution type: No Resolution.
1295,2024-02-17,30,Family Responsibilities,Happy,Resolution Discussed,None,Discussed family responsibilities for 30 minutes. Emotional tone was Happy. Mood swings observed: None. Resolution type: Resolution Discussed.
1296,2024-02-01,30,Future Goals,Hurt,Resolution Discussed,None,Discussed future goals for 30 minutes. Emotional tone was Hurt. Mood swings observed: None. Resolution type: Resolution Discussed.
